condition	readout	abundance	score
experiment1	ANPEP	5.882685493754419	0.032814045
experiment1	PVR	5.569526345452712	0.041945755
experiment1	EZR	5.120074952189174	0.0028800676
experiment1	FOLR1	11.8560927589564	9.0076198e-4
experiment1	NQO1	2.791433875127162	0.01519625
experiment1	GNS	5.833592556181658	0.0021456187
experiment1	CD44	44.45612706817445	5.7233677e-7
experiment1	ITGB4	4.086434523935849	0.014684742
experiment1	POR	3.434290763585841	0.011291994
experiment1	ATP2A2	11.65898682977709	0.0016392303
experiment1	ENG	5.839203771904638	0.02324078
experiment1	PSMC3	4.285484666094645	0.01914731
experiment1	TCP1	11.35586473747976	0.02925984
experiment1	ARF4	8.690972014593374	0.04627113
experiment1	VCL	5.917658777179125	0.002264271
experiment1	PGAM1;PGAM2	4.692748470890992	0.023237396
experiment1	CDH2	17.99617593373299	5.6372603e-5
experiment1	MYL12A;MYL12B	14.47386939835776	0.046135593
experiment1	GGT1;GGT3P;GGT2	7.696923849346708	0.043768015
experiment1	ATP2B1	8.704173288007231	0.0054773111
experiment1	EIF2S2	2.078800679505497	0.028276902
experiment1	RAB5A	4.892563186738109	0.0026784716
experiment1	RAB6A	10.78634539457924	0.017353874
experiment1	LMNB1	5.577896746713217	0.015835414
experiment1	CDK11B;CDK11A	3.004424778845977	0.0012955783
experiment1	VDAC1	11.35229379234692	0.0023298145
experiment1	PAICS	8.10519072813135	0.0047082333
experiment1	UBA1	13.05322808203562	6.0503097e-4
experiment1	UQCRC2	7.037073388504765	7.7912485e-4
experiment1	ITGA6	3.097272279648179	0.0220885
experiment1	PPIB	8.994756972354333	0.0071048271
experiment1	WARS	2.848621342072425	0.024971234
experiment1	CFL1	21.09472474287992	7.1611098e-6
experiment1	ATP2B4	2.032242529024538	0.0029366561
experiment1	EEF1B2	3.688089336376395	0.037406925
experiment1	TNC	7.761281140701574	0.0020896092
experiment1	ATP5A1	15.44193662875597	1.7927137e-5
experiment1	ITGA3	14.47183116719908	1.5136879e-4
experiment1	MSN	43.62685867100825	2.626998e-5
experiment1	PTBP1	2.032550800099622	7.1225269e-4
experiment1	EEF1G	4.61510762969596	0.001001475
experiment1	STOM	15.24198050948278	2.3043314e-4
experiment1	YWHAQ	5.893409264902436	0.023286829
experiment1	CALR	72.69325064734953	1.1761931e-5
experiment1	MAP4	3.482534409483316	0.019360412
experiment1	CANX	57.39354120157566	7.9347665e-5
experiment1	PSMA5	2.995743395389732	0.049940828
experiment1	EPHA2	4.044590199765888	0.015921822
experiment1	MARCKS	10.01127337741388	0.0031858361
experiment1	AQP1	2.540619828460191	0.02869821
experiment1	GNA11;GNA14	7.742079931180673	0.008270422
experiment1	ERP29	14.17207538888389	6.7727182e-5
experiment1	PRDX6	5.947050490575238	0.0096358964
experiment1	PDIA3	52.1275795963938	1.3703833e-4
experiment1	ALDH1B1	5.074539796848543	1.5564099e-5
experiment1	SDHA	10.98762633252547	2.8592264e-4
experiment1	MAT2A	5.24946868482929	0.0083507206
experiment1	CPS1	23.32493626739075	0.0042903917
experiment1	SDC4	2.718904344897645	0.041647904
experiment1	UQCRC1	3.881712155068708	0.0057334751
experiment1	YWHAB	5.274363586747131	0.038070668
experiment1	STIP1	3.266431747464523	0.036647569
experiment1	L1CAM	6.406237384925776	6.6411926e-4
experiment1	PRDX2	2.761986306330434	0.011228819
experiment1	CD70	3.957127251585427	0.0034015155
experiment1	MCM4	4.298517646416371	0.034981687
experiment1	SHMT2	11.10235107120948	1.4214174e-4
experiment1	GPC1	15.18261941848228	4.1302676e-5
experiment1	CTNNA1	25.75519590094975	3.3074863e-5
experiment1	CTNNB1	24.65042915580781	1.3525403e-4
experiment1	PHB	9.246147060423702	1.3534723e-4
experiment1	MYH9	7.037178539662798	0.024907904
experiment1	MYH10	4.395747061604419	0.033960309
experiment1	BSG	74.20913714496544	3.4599015e-8
experiment1	DLST	5.277464632692414	0.04207243
experiment1	TAGLN2	15.57075794233093	2.3663245e-4
experiment1	HSPA9	37.41105590505926	9.6563692e-4
experiment1	DDOST	19.13245728314294	9.7788979e-6
experiment1	CCT6A	7.362619395728476	0.0013896623
experiment1	MLH1	2.103365759127372	0.02285403
experiment1	MDH2	24.58308614844616	2.8759998e-4
experiment1	HADHA	5.972456155213131	0.0022016549
experiment1	EIF2S3;EIF2S3L	7.320790046630401	0.0077855084
experiment1	TMPO	8.061848925024417	0.046039667
experiment1	RPS27	3.799984677809225	0.045620948
experiment1	LRPPRC	4.795451507365602	0.0080843875
experiment1	ECE1	6.693015090080506	0.0053522508
experiment1	MCAM	34.61695551512202	2.4277551e-5
experiment1	GPD2	5.461859972990173	0.022705156
experiment1	NAMPT	5.342162585772615	0.010455718
experiment1	VDAC2	9.157677371081473	1.7711356e-4
experiment1	NSF	7.846035925766807	0.042639785
experiment1	MAP1B	4.358384066545389	0.030272653
experiment1	IQGAP1	12.56753771417137	0.022968927
experiment1	PLA2G4A	8.08900255433802	0.010545583
experiment1	QARS	3.497385844715277	0.036352072
experiment1	ATP5O	7.854409987938466	0.001938886
experiment1	GLIPR1	2.683920410095066	0.027192367
experiment1	GCLM	3.405363567873489	0.026755951
experiment1	CCT5	4.276376987353329	0.032879144
experiment1	CD97	6.933058921031924	0.0048147496
experiment1	MARCKSL1	7.996808130147773	1.9685556e-4
experiment1	CCT3	3.671009181319425	0.0023396173
experiment1	TUFM	11.65847025615589	1.4853473e-5
experiment1	EIF2B2	2.734818198314828	0.0056285751
experiment1	HINT1	2.180631159023112	0.042475753
experiment1	EMD	5.272215673215308	0.012766817
experiment1	CPT1A	4.075638183460876	0.0011883457
experiment1	SERPINH1	5.653367074485208	5.6035674e-6
experiment1	ST13;ST13P4;ST13P5	2.648874791169778	0.010803632
experiment1	PPT1	12.35027254722701	4.9800455e-4
experiment1	CCT8	4.273395906715807	0.029070348
experiment1	CCT4	10.01468676184517	0.011466597
experiment1	ANXA11	2.522865384318498	0.017131474
experiment1	RAB5C	16.41497926759149	8.932171e-4
experiment1	RAB7A	6.267017231095355	6.0315657e-4
experiment1	SSR4	4.939147120677864	0.012989905
experiment1	BCAP31	6.466390008717474	9.5573231e-4
experiment1	ALDH3A2	2.329607073455651	0.020309487
experiment1	HSD17B4	14.4088669447617	1.5187668e-4
experiment1	PGD	4.88469213039535	0.0080968179
experiment1	KIF11	2.249658281024975	0.032172486
experiment1	AKR1C2	2.485449285025646	0.032893155
experiment1	CRIP2	7.877706195684652	0.0064715445
experiment1	ACLY	4.981964876692996	0.040933885
experiment1	SLC16A1	24.00447674790061	0.0010672178
experiment1	CACNA2D1	8.73852835293902	3.5172573e-4
experiment1	YARS	3.368142270191251	0.046436716
experiment1	ATP1B3	20.77681718868929	1.33829e-4
experiment1	SLC12A2	5.235882317954872	0.048534334
experiment1	PSMD4	2.112809419013034	0.012052448
experiment1	CSE1L	19.53369866792997	0.014732952
experiment1	VCP	9.557137859184738	0.01656197
experiment1	HADHB	7.963994858973617	0.0057328716
experiment1	CDH13	4.18793811636071	0.0020863602
experiment1	TPD52	48.35451626606869	3.0472755e-4
experiment1	OXCT1	16.42636040669009	6.1732397e-4
experiment1	RRP1	2.224899980717292	0.017520616
experiment1	MARS	2.918569066884405	0.045318164
experiment1	PCBP2;PCBP3	2.907171830492138	0.0142433
experiment1	SEC61B	5.24564612750979	0.047364783
experiment1	ACTB	4.305571824556623	7.6732635e-5
experiment1	EIF4A1	2.199030078186619	0.0097930096
experiment1	CDC42	10.71067836737119	0.0026289846
experiment1	RAB8A	5.564589296046232	6.433613e-4
experiment1	SRP54	8.265404516437883	0.0065914677
experiment1	RAB10	5.357512300086632	1.1644122e-4
experiment1	CXCR4	3.704534797045724	0.035061318
experiment1	RAB14	14.47456291559149	4.6636374e-4
experiment1	ACTR2	2.694996838364616	0.012391297
experiment1	RAP1B;RAP1A	21.40612032587227	4.5042802e-5
experiment1	PSME3	3.382092652355579	0.003522356
experiment1	RHOA	9.833209696127208	0.0044293958
experiment1	HSPE1	15.80137186528165	0.013043947
experiment1	B2M	6.129280709380532	0.024135804
experiment1	DAD1	3.947922076437464	0.008079486
experiment1	YWHAG	6.637910235821579	0.0028072472
experiment1	RAB11A;RAB11B	10.2931274452089	3.928128e-4
experiment1	RPS4X	2.363860282111803	0.0067750849
experiment1	HIST1H4A	2.644718624941488	0.012422182
experiment1	RPL23	8.861047929420216	0.042534739
experiment1	GNB1	25.51636516566667	0.0014556533
experiment1	GNB2	23.16029897545315	0.0018172392
experiment1	PPIA	9.815143039253128	0.0038179418
experiment1	RPS27A;UBC;UBB;UBA52	9.316922953083475	0.0013800821
experiment1	RPS27A;UBA52;UBB;UBC	4.044783068621694	0.006453495
experiment1	RAC1	5.732378723473368	0.01096242
experiment1	GNAS	10.15714318277174	0.022114826
experiment1	GNAI1	12.98931754084817	0.010555132
experiment1	YWHAZ	10.71630692621423	0.0032414254
experiment1	GNB2L1	2.840924743248118	0.043004323
experiment1	ACTG1	4.753141745145195	0.020464005
experiment1	TPM4	8.023363777561364	0.0023853783
experiment1	ACTC1;ACTA1;ACTG2;ACTA2	107.7549848235385	0.0017896073
experiment1	EEF1A1;EEF1A1P5	3.225273716936313	0.0018748428
experiment1	TUBA1B	2.98102439133174	6.0186656e-10
experiment1	TUBA4A	16.79012179747601	3.1536529e-4
experiment1	TUBB4B	2.727651590809056	9.8436522e-7
experiment1	SIRPA	2.181415151622673	0.041402124
experiment1	EIF4G2	5.703638346745087	4.8305021e-4
experiment1	CCT2	12.2529649700908	0.0035461155
experiment1	BASP1	291.6618845037834	3.6560115e-5
experiment1	SSBP2	2.121676632611896	0.0051714154
experiment1	RPL24	2.179631811851777	0.0012935799
experiment1	RHOG	3.685674419155436	0.015118986
experiment1	SLC25A3	13.7849781174926	6.2501623e-4
experiment1	HDLBP	12.22824955444622	0.0041655903
experiment1	SPTBN1	12.4695955875606	4.2778614e-4
experiment1	SLC7A5	78.91512119846574	2.5350662e-5
experiment1	FKBP4	4.168328344127785	0.0015079461
experiment1	PLAUR	2.434284219098495	0.020870727
experiment1	CALD1	9.669628651290273	0.0068139266
experiment1	PRDX1	4.530560673437936	1.1085782e-4
experiment1	C1QBP	4.590175411834752	0.037591867
experiment1	CKAP4	15.14212075908495	1.1529095e-4
experiment1	ARHGAP1	5.684102715984222	0.016291553
experiment1	DSC1	2.303106071942703	0.023288362
experiment1	AHNAK	98.920993615792	8.251809e-5
experiment1	GALNT2	13.56033053729627	8.4178505e-4
experiment1	BST2	9.2818537606114	1.724078e-4
experiment1	GTF3C1	2.121941101053531	0.027331585
experiment1	ASPH	8.636886121472472	0.0011127694
experiment1	PTPRJ	3.311886200413444	0.022039173
experiment1	TRAP1	8.380897476297699	0.0056120404
experiment1	MYO1E	3.287598758431038	0.045717143
experiment1	PPFIA1	2.011496963853247	0.029160103
experiment1	AIMP2	2.256970587712635	0.0081293434
experiment1	PRDX4	10.71530998526588	0.0013169034
experiment1	STX5	2.375221149967991	0.048759505
experiment1	PTK7	3.004207805220486	0.026871473
experiment1	DYNC1I2	2.765895119763017	0.042951144
experiment1	NNT	2.790505774313378	0.044452097
experiment1	SNTB2	3.88419896167715	0.0041720006
experiment1	SLC39A6	4.100193912782313	0.0078293048
experiment1	TUBB3	3.661202180819934	0.011440426
experiment1	TPBG	2.59217558540394	0.043723691
experiment1	ALCAM	7.346380230314493	0.0013345431
experiment1	SPTAN1	10.11481331631034	0.0029061127
experiment1	DDX39B	6.854344026609612	0.020473329
experiment1	CKAP5	3.546947244434707	0.043611154
experiment1	DSG2	21.45208182816944	4.1672778e-5
experiment1	EFR3A	2.190020397641905	0.037513684
experiment1	SCRIB	4.562739317516272	0.0060273227
experiment1	MLEC	2.497851855066043	0.028890764
experiment1	DYNC1H1	10.75408696939296	0.023182202
experiment1	FLOT2	3.832421327989138	0.047086619
experiment1	RCN2	3.878079180727903	0.0020046728
experiment1	FKBP8	2.145393985137124	0.019788964
experiment1	GNA13	2.797635224227868	0.010527894
experiment1	PDE3A	6.302023130412865	0.0058720689
experiment1	MCM6	3.327956144585706	0.012829828
experiment1	SMC1A	3.812137659541628	0.013394542
experiment1	GANAB	38.44834820149172	1.0321859e-5
experiment1	KIF22	2.439590549156493	0.031992167
experiment1	NUMA1	6.584209932656231	0.01424079
experiment1	SPCS2	4.465229020381448	0.0094254622
experiment1	PSMD6	3.226567228300266	0.036650166
experiment1	KARS	3.831431250429813	0.026108807
experiment1	PDIA6	14.04273178368551	6.4838881e-5
experiment1	EBP	10.25223336106802	0.046462428
experiment1	PLEC	33.15518289831653	3.5547753e-5
experiment1	NOMO1;NOMO3;NOMO2	3.954301333562274	0.0027570711
experiment1	PON2	14.89899102918633	0.029996797
experiment1	RAB35	2.034431115115005	0.017341603
experiment1	RCN1	3.214696647580938	0.034035873
experiment1	PCBP2	3.506758012568459	1.2949947e-4
experiment1	TGFBI	5.936594031051502	0.0050877566
experiment1	SLC9A3R2	6.703364719537281	0.042397056
experiment1	TRIP13	4.578845731870824	8.6252234e-4
experiment1	MAPRE1	3.081949593884548	0.031136619
experiment1	SLC1A5	38.95064100246355	1.0445554e-4
experiment1	VAMP3	5.289908939848387	0.011481428
experiment1	ZYX	7.18449549999062	0.021828284
experiment1	DBN1	5.184831295405059	0.035307728
experiment1	FSCN1	12.95516906461214	1.5169868e-4
experiment1	IMMT	5.724609157586833	0.0071806055
experiment1	MICA	3.651466456464399	0.034916461
experiment1	PDS5A	4.375670412043324	0.01897051
experiment1	LEPRE1	2.772051677743081	0.04272886
experiment1	TUBB8	9.737897939129732	0.026080778
experiment1	ANO6	13.85095731327634	0.024106571
experiment1	HSP90AB2P	8.11760151261581	3.4640633e-4
experiment1	SPECC1	2.238885572635331	0.028914213
experiment1	FKBP15	2.035549782984	0.011815902
experiment1	ATAD3B	2.518309191789443	0.01693546
experiment1	EEF1A1P5;EEF1A1	2.631008724475761	0.0083705802
experiment1	ATL3	5.31020730373675	0.0092010694
experiment1	VASN	4.849550815373204	0.0090676984
experiment1	PTRF	5.649751364387774	3.0406294e-5
experiment1	CSPG4	3.166883181053524	0.0014706745
experiment1	CD109	5.046630520256463	0.0040106988
experiment1	HSDL2	3.812055177155693	0.029805344
experiment1	UNC13D	2.835109217146454	0.013404831
experiment1	H2AFV;H2AFZ	2.406357453692221	0.0042461725
experiment1	SND1	5.478306844185848	0.0023094867
experiment1	MTDH	5.073913443741978	0.0087422309
experiment1	KTN1	8.05075950750983	5.6928152e-4
experiment1	PPFIBP1	5.886249953210136	0.01103556
experiment1	CPNE8	3.958021422401151	0.043518286
experiment1	AHNAK2	6.379065285941163	6.0045248e-4
experiment1	LRRC8A	3.369807663594381	0.020242782
experiment1	EMC1	4.327221856077106	3.790906e-4
experiment1	COLGALT1	6.200664072026317	3.7916153e-4
experiment1	TXNDC5	19.28849184904785	7.863206e-5
experiment1	NAV1	2.08837128101787	0.01953763
experiment1	NUP35	6.264139856213529	0.03320805
experiment1	GPRC5A	8.110604290582094	0.0059041642
experiment1	ATL2	2.639757600876741	0.023287361
experiment1	PLBD2	2.034452199988789	0.0042915544
experiment1	SCARB1	2.656415886193409	0.0068897395
experiment1	PDCD6IP	3.345602276865815	0.0063651754
experiment1	SLC38A5	6.483459900049978	0.0070417034
experiment1	CTNNBL1	3.552638496005544	0.0012455721
experiment1	GCN1L1	5.127365472591799	0.022726873
experiment1	RAD50	4.029070321408556	0.031500265
experiment1	RAB1B;RAB1C	6.137368024388766	7.1094977e-4
experiment1	ARHGEF2	5.019313622950651	0.011636614
experiment1	NCLN	2.464520647275341	0.019295892
experiment1	CCDC47	5.487104065227829	0.0034664273
experiment1	SYAP1	4.458920994470702	0.022732748
experiment1	FERMT2	7.652662580935819	0.0078173336
experiment1	LRRC59	10.43501916778647	3.8699119e-4
experiment1	FKBP10	5.598715712913297	0.0043726237
experiment1	PDLIM5	5.50816762289222	0.0050076279
experiment1	ERO1L	2.404189233598766	0.021616535
experiment1	DDRGK1	2.206845536323875	0.0023681165
experiment1	TMX3	2.742720960167049	0.017600639
experiment1	CLPTM1L	4.097397078407907	0.0052099191
experiment1	ERBB2IP	4.348854303491901	0.044226091
experiment1	PIGS	2.880317479661407	0.001929028
experiment1	MYADM	7.023233548670143	0.012757132
experiment1	FAM129B	14.07269078042233	0.038271572
experiment1	PARK7	3.391623862228025	0.048140146
experiment1	VAT1	7.279391992469582	0.002041355
experiment1	PHB2	10.46418940868327	0.0025175367
experiment1	HSD17B10	10.33122126739579	0.021117501
experiment1	PIP5K1A;PIPSL	3.786834045533031	0.0022603821
experiment1	SLC29A1	4.228401617097171	0.011015472
experiment1	CCT7	8.514212869102982	0.027070388
experiment1	ESYT1	11.48216400780878	1.5061919e-4
experiment1	TMEM43	7.731184376761492	3.4576526e-4
experiment1	TUBB6	14.86821712944585	0.017692357
experiment1	TMEM109	6.816962028556736	0.0085266531
experiment1	UCK2	3.008429931646976	0.0048755351
experiment1	API5	8.879632857666985	0.010167881
experiment1	POLR1E	2.091516884920424	0.0034828091
experiment1	UBA5	2.681326393590279	0.0071003777
experiment1	DDX47	2.839987627424027	0.0048251427
experiment1	MAGT1	3.858923684921312	0.0018714255
experiment1	RAB1B	9.77510750991688	7.1306742e-5
experiment1	SPNS1	2.394354745182357	0.0077231242
experiment1	NELFA	2.369993633251989	0.022304138
experiment1	UNC45A	2.801116064127717	0.011838268
experiment1	POFUT1	2.976968986228684	0.011590676
experiment1	GLIPR2	4.417565594424341	0.0029629366
experiment1	GNB4	2.320975880428854	0.014529536
experiment1	TMEM165	3.348565497773265	0.011397523
experiment1	APMAP	4.018241759777924	0.017560789
experiment1	RTN4	35.81335433344412	0.0017817124
experiment1	KIF13B	2.359545558001837	0.036147632
experiment1	DDX21	2.644693562469907	0.0058575426
experiment1	SAR1A;SAR1B	8.387068895450563	0.042746868
experiment1	CDC42SE2	3.807014309800879	0.039524931
experiment1	FARSB	2.26566378962387	0.045300152
experiment1	IARS2	2.088826761165504	0.011941233
experiment1	LIN7C	5.520408233143993	0.035182104
experiment1	ATAD3A	3.705979817221065	0.0012413005
experiment1	SDAD1	6.365794729068068	0.0054090247
experiment1	FKBP11	4.848739681889435	5.2022125e-4
experiment1	UGGT1	3.060929012692947	0.045142855
experiment1	MYOF	17.86166544323108	1.21292e-4
experiment1	EHD2	11.16813774103633	0.013410013
experiment1	VAPA	5.399000072584448	0.017683771
experiment1	KIAA1522	2.238824015311693	0.026608251
experiment1	RRBP1	4.7903877772304	4.4663658e-4
experiment1	CTSZ	17.55558958013576	0.0026372706
experiment1	DNAJB11	3.235266060288206	0.032719351
experiment1	LIMA1	4.6567700754921	0.012650967
experiment1	SLC25A13	2.607656543646511	0.034052983
experiment1	STOML2	9.27000151045726	7.4126452e-5
experiment1	ITGA11	16.64666724562359	2.2600824e-4
experiment1	RAB21	3.737899828861521	0.0050845663
experiment1	SLC39A10	5.490800569631667	0.047180578
experiment1	CORO1C	4.243946878132304	0.036940381
experiment1	NOB1	3.013984286037989	0.02976574
experiment1	TMCO1	2.174977637130138	0.0062624393
experiment1	SSR3	3.480021331670964	0.018898955
experiment1	DIMT1	4.943141566234028	0.028015321
experiment1	NSFL1C	2.02354243458613	0.016144237
experiment1	SLC7A11	5.93993519909782	0.014215865
experiment1	NUDC	5.205534004503552	0.0026034079
experiment1	NOP58	3.174627608605916	0.012757711
experiment1	TLN1	26.12451445931146	0.0013337689
experiment1	HYOU1	7.318872377396271	0.010943536
experiment1	SUPT16H	2.480590497358167	0.010103586
experiment1	SRPRB	5.030519474354119	0.0013209155
experiment1	NPTN	4.106850429769539	0.014411084
experiment1	GPR56	9.800001893139036	0.0031361554
experiment1	CLIC4	2.085219992404811	0.012635408
experiment1	SAR1B	4.965413307258236	0.029694902
experiment1	MTCH2	3.993943717192315	0.024315264
experiment1	SLC4A7	2.2618927747769	0.0073017338
