NAME	SHORTNAME	PID	productWave	colorWave	allTWave	ratioWave	meanCond1	meanCond2
Protein arginine N-methyltransferase 5;Protein arginine N-methyltransferase 5, N-terminally processed	PRMT5	O14744	0.5670752657492031	0	0.6249733	1.286041085411024	18.64941635912277	18.28647962565449
Proteasome subunit alpha type-7;Proteasome subunit alpha type-7-like	PSMA7;PSMA8	O14818;Q8TAA3	0.9798564792069513	0	0.38504761	0.6757816560815203	17.79936421306234	18.36473511850067
Secretory carrier-associated membrane protein 3	SCAMP3	O14828	16.2077258537782	3	4.1335066e-10	113.3031810897622	25.47275725117785	18.6487126947019
Histone acetyltransferase type B catalytic subunit	HAT1	O14929	2.274445604951751	1	0.11085241	2.495261043775758	20.82638355934361	19.50719280716362
Myosin regulatory light chain 12A;Myosin regulatory light chain 12B	MYL12A;MYL12B	P19105;O14950	3.447087140917588	1	0.16635436	6.356009628224964	25.16815473162265	22.50003342150798
Aurora kinase A	AURKA	O14965	0.2085812026460054	0	0.80844438	0.9225945319787127	18.49675377854004	18.61298513154472
Exportin-1	XPO1	O14980	0.6448773345343426	0	0.59323907	1.336173250785019	19.69019308394236	19.27208600139739
Phosphoribosylformylglycinamidine synthase	PFAS	O15067	2.329607150220589	0	0.023336612	0.6165778764715152	18.2968885479686	18.99453351805156
Secretory carrier-associated membrane protein 1	SCAMP1	O15126	12.90331732562109	3	7.2975026e-09	27.21804921858154	23.68249795131021	18.91600618721256
Secretory carrier-associated membrane protein 2	SCAMP2	O15127	8.125645905463482	3	8.7650442e-06	8.388426259415377	21.67865922114317	18.61025904703345
Actin-related protein 2/3 complex subunit 1B	ARPC1B	O15143	0.2954407951193616	0	0.74698186	1.124084783699159	18.49422496317697	18.3254741087486
Actin-related protein 2/3 complex subunit 2	ARPC2	O15144	0.4058784377041533	0	0.68720984	0.8450052369180342	19.12277466963557	19.36574248200117
Actin-related protein 2/3 complex subunit 3	ARPC3	O15145	0.9516137035348606	0	0.38158602	1.447141650606264	19.42819628976495	18.89499014562493
Surfeit locus protein 4	SURF4	O15260	3.330499218502858	2	0.02206832	0.3133249301699435	18.28116455349547	19.95543308390323
UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	OGT	O15294	0.8506825011368946	0	0.40743932	0.7266107281252899	18.5813201695331	19.04206559767767
Syntaxin-7	STX7	O15400	0.4411140781307274	0	0.60984981	0.8548025008168717	18.61137430300533	18.83771126912892
Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	DHX15	O43143	0.3778508293633571	0	0.5853585	0.9042084089579995	19.44281945448242	19.58809221487414
mRNA cap guanine-N7 methyltransferase	RNMT	O43148	1.676966002072554	0	0.08730869	0.6515629858403846	18.29001621453592	18.90803966022725
D-3-phosphoglycerate dehydrogenase	PHGDH	O43175	1.800885187970451	0	0.095617659	1.718825776387519	22.01816978861017	21.2367464708332
Bifunctional 3-phosphoadenosine 5-phosphosulfate synthase 1;Sulfate adenylyltransferase;Adenylyl-sulfate kinase	PAPSS1	O43252	3.701895283713114	0	0.0018647453	1.96225823564313	19.61527871524141	18.64276380071469
Heterogeneous nuclear ribonucleoprotein R;Heterogeneous nuclear ribonucleoprotein Q	HNRNPR;SYNCRIP	O43390;O60506	3.307747433962046	0	0.0044980897	0.5137806831563051	18.17353112292827	19.13430656821234
Thioredoxin-like protein 1	TXNL1	O43396	5.123423728778636	2	0.00034602318	0.3158849469609993	18.66291251653871	20.32544142224301
Tumor protein D54	TPD52L2	O43399	16.34960547394387	3	6.2190495e-08	565.4789591928629	28.05737250803398	18.91404297403152
Trans-Golgi network integral membrane protein 2	TGOLN2	O43493	0.4852558359221923	0	0.50152004	0.8793173671044936	18.85984186012482	19.04538599179286
Exportin-T	XPOT	O43592	2.045521317201363	0	0.081764258	1.942729125829279	19.80121848344071	18.84313372305545
Trafficking protein particle complex subunit 3	TRAPPC3	O43617	0.6177880582665054	0	0.45978037	1.214479786095886	19.1907231083081	18.91038463047257
Tetraspanin-6	TSPAN6	O43657	4.450941075817521	3	0.0049347747	4.42049650716906	20.63145746226665	18.48724904102066
Protein regulator of cytokinesis 1	PRC1	O43663	1.514188881123697	0	0.10004299	0.70009588751681	18.35459867464414	18.86897423751527
Mitotic checkpoint protein BUB3	BUB3	O43684	0.3630780429967189	0	0.71794784	1.164064454694431	21.58756046911739	21.36838952608291
Alpha-actinin-4	ACTN4	O43707;P12814;P35609;Q08043	0.3029424095105675	0	0.82526982	0.8588401989885219	20.18886865344374	20.40840702857817
Synaptogyrin-1	SYNGR1	O43759	0.2330291665514572	0	0.74986219	1.077741085608942	18.40503840792323	18.2970277784163
Synaptogyrin-2	SYNGR2	O43760	12.7052268036124	3	5.6519447e-08	43.93882990540867	24.46796855153714	19.01054400546258
Synaptogyrin-3	SYNGR3	O43761	1.239000083145029	0	0.19395383	0.6941414512258399	18.28772394720351	18.81442235884357
Unconventional myosin-Ib	MYO1B	O43795;Q9UBC5	0.08990375947512419	0	0.899261	0.9701034346694711	18.5375077749565	18.58129729086464
LanC-like protein 1	LANCL1	O43813	2.335397268112235	0	0.044601358	1.9789640545968	21.65749986944061	20.6727544615655
Calumenin	CALU	O43852	0.6675309243753134	0	0.70499659	1.429705437467244	20.60136036848883	20.08564242965295
EGF-like repeat and discoidin I-like domain-containing protein 3	EDIL3	O43854	15.65705669568998	3	6.6428432e-11	44.61357988356482	24.1064657419869	18.62705472958549
tRNA wybutosine-synthesizing protein 4	LCMT2	O60294	1.930047531971962	0	0.20535628	0.4226233785067619	17.99555819302247	19.23811371201683
Long-chain-fatty-acid--CoA ligase 4	ACSL4	O60488	0.6641306509095735	0	0.34343588	0.8705648535778661	18.17011035042437	18.37008666845774
Syntaxin-10	STX10	O60499	1.60196977680932	0	0.12113094	1.607952545042074	19.07189568019874	18.38667085082289
Ran-binding protein 6	RANBP6	O60518	0.7267812076432882	0	0.47830266	0.75445983514196	18.06400254185331	18.47048653808798
GDP-mannose 4,6 dehydratase	GMDS	O60547	1.911754488961709	0	0.12201463	1.997459680835673	21.65761269522674	20.65944631289726
Perilipin-3	PLIN3	O60664	3.875439592153882	3	0.0069320141	3.285923755521122	20.30252571021389	18.58622670491303
Protein arginine N-methyltransferase 3	PRMT3	O60678	1.10366737528954	0	0.33489674	0.6468135010635284	18.25523891183832	18.88381721394671
Histone H2B type 1-L;Histone H2B type 1-M;Histone H2B type 1-N;Histone H2B type 1-H;Histone H2B type 2-F;Histone H2B type 1-C/E/F/G/I;Histone H2B type 1-D;Histone H2B type F-S;Histone H2B type 1-K;Histone H2B type 1-A	HIST1H2BL;HIST1H2BM;HIST1H2BN;HIST1H2BH;HIST2H2BF;HIST1H2BC;HIST1H2BD;H2BFS;HIST1H2BK;HIST1H2BA	Q99880;Q99879;Q99877;Q93079;Q5QNW6;P62807;P58876;P57053;O60814;Q96A08;A0A2R8Y619	3.927959167225527	1	0.084549807	7.235394834481505	22.83452477719703	19.9794530306258
Prefoldin subunit 1	PFDN1	O60925	1.252967259935645	0	0.216666	0.6649150725380124	18.66862891821505	19.25738693151526
Protein phosphatase 1 regulatory subunit 11	PPP1R11	O60927	0.1165377955253817	0	0.90938222	0.9491550900663821	18.53545141965978	18.61073567452025
Probable phospholipid-transporting ATPase IIA	ATP9A	O75110	0.1789493608339505	0	0.81471246	1.064336043156034	18.55955503611076	18.4696013107863
DnaJ homolog subfamily C member 13	DNAJC13	O75165	12.74833729375818	3	8.0910771e-09	25.21733585796336	23.50675506375427	18.85041110190527
Gamma-glutamylcyclotransferase	GGCT	O75223	1.204531713458781	0	0.22646455	1.473791022738621	19.19123358025092	18.63170160930007
Programmed cell death protein 6	PDCD6	O75340	0.03556287956827475	0	0.96823055	0.9851793825108054	22.91940030378758	22.94094196273886
Breast carcinoma-amplified sequence 1	BCAS1	O75363	1.07899636236861	0	0.25462466	0.7145481614929164	18.51668990297367	19.00158674370532
Filamin-B	FLNB	O75369	1.250081785185106	0	0.23553842	1.539160386804917	20.77722173580308	20.15507816158217
Vesicle-trafficking protein SEC22b	SEC22B	O75396	0.6172209295762094	0	0.70642483	0.72382513467327	19.94748615647009	20.41377304549988
Protein CREG1	CREG1	O75629	0.07994441010126607	0	0.92505366	1.032478210190997	18.55476512254474	18.50865378775824
Nuclear pore complex protein Nup155	NUP155	O75694	0.7093828863068836	0	0.59908813	1.40140466758394	23.15254796380232	22.66567435734258
Cartilage-associated protein	CRTAP	O75718	0.01176553848965867	0	0.99137074	0.9944690422239841	19.06888182407967	19.07688345823994
Renin receptor	ATP6AP2	O75787	0.1058096515593121	0	0.89395273	0.9611781746245993	18.43278573066432	18.48990993584207
Carbonyl reductase [NADPH] 1;Carbonyl reductase [NADPH] 3	CBR1;CBR3	P16152;O75828	0.5173651348845212	0	0.51110768	0.8550747615819952	18.23977495383993	18.4656524843448
TOX high mobility group box family member 4	TOX4	O94842;O94900;O15405	2.992735839956339	2	0.023196585	0.3900795097639094	18.38099828073108	19.7391581576671
CSC1-like protein 1	TMEM63A	O94886	0.2610726726082397	0	0.78025442	1.112117260849807	18.50474975431727	18.35144084150089
Proline synthase co-transcribed bacterial homolog protein	PROSC	O94903	0.6550746685722437	0	0.51660293	1.290769637851457	19.25266442970944	18.88443288218899
Protein HEXIM1	HEXIM1	O94992	0.6877972057862891	0	0.40979153	1.23145182501019	18.72951912333093	18.4291589333165
Elongator complex protein 1	IKBKAP	O95163	2.913867111594548	2	0.016124133	0.4596655689659084	18.06394404110001	19.18528753018174
Reticulon-3	RTN3	O95197	0.0257983015799752	0	0.96831775	0.9918430889060892	18.67807004409347	18.68988623687929
Kinesin-like protein KIF20A	KIF20A	O95235	3.489015020963205	2	0.015693478	0.311060203723692	18.02762812856557	19.71236239162472
High affinity cAMP-specific and IBMX-insensitive 3,5-cyclic phosphodiesterase 8B	PDE8B	O95263	1.176915496865377	0	0.24951071	0.6717495336582306	18.22770777606981	18.80171245626572
SNARE-associated protein Snapin	SNAPIN	O95295	0.9563933437520085	0	0.30143359	1.352459136340693	19.21445088618318	18.77886588155013
Acyl-protein thioesterase 2	LYPLA2	O95372	0.2854385815240796	0	0.70012331	1.094758853861594	19.03014392537729	18.89953080774424
Importin-7	IPO7	O95373	0.5760983335568106	0	0.53959399	1.238132266078459	19.5712569388254	19.26309149711429
Urotensin-2	UTS2	O95399	0.8342131033580635	0	0.26763883	0.8340684966611269	18.26030252688573	18.52206475400784
Supervillin	SVIL	O95425	0.07272146637942711	0	0.94620943	1.03433874095782	19.93799530781269	19.88928656909618
Protein transport protein Sec24A	SEC24A	O95486	1.016013951656483	0	0.36019081	0.6724288026057007	18.00962876686234	18.58217533990249
Long-chain-fatty-acid--CoA ligase 3	ACSL3	O95573	0.2262377928942492	0	0.89617217	1.131808001751541	20.22691310881523	20.04828386655894
Ras-related protein Rab-3D	RAB3D	O95716	0.03730693053631384	0	0.96212673	0.9858641652269764	19.05049898368025	19.07103819631867
BAG family molecular chaperone regulator 3	BAG3	O95817	1.032869425238786	0	0.32810077	0.6835521575874877	18.57653537173823	19.12541204156396
Thioredoxin domain-containing protein 12	TXNDC12	O95881	0.8245751943565693	0	0.3799462	1.323444138205005	19.07982589617803	18.67552859536471
Glutathione reductase, mitochondrial	GSR	P00390	2.094506329176834	1	0.091163032	2.076746394890353	22.92615045609473	21.87182540610033
Hypoxanthine-guanine phosphoribosyltransferase	HPRT1	P00492	0.4145806377044323	0	0.63492763	1.162559749416587	21.33213831144178	21.11483344642812
Cystatin-S	CST4	P01036	0.8457401889437364	0	0.40053245	1.364505204288494	18.93156569368229	18.48318779655145
Cystatin-SN	CST1	P01037	0.3068819689413154	0	0.69179219	0.9032156418554196	18.72025526959518	18.86711289361538
Cystatin-A;Cystatin-A, N-terminally processed	CSTA	P01040	3.21079023442871	3	0.010811906	2.369680443825643	20.5665879486743	19.32189542676237
Immunoglobulin J chain	IGJ	P01591	0.7992710620886534	0	0.3373335	0.7970098478307228	18.32815813695401	18.65548868161713
Polymeric immunoglobulin receptor;Secretory component	PIGR	P01833	0.2582099088999144	0	0.78744566	1.112982187502316	18.40433099281959	18.24990048927513
Ig kappa chain C region	IGKC	P01834	0.3881682278530754	0	0.79864782	0.8176053030487959	19.75058775268226	20.04111129383642
Ig alpha-1 chain C region	IGHA1	P01876	1.883359251869532	1	0.18462454	2.218598589745775	21.06475051079525	19.91510184595041
Ig alpha-2 chain C region	IGHA2	P01877	0.6476800161142968	0	0.54762989	1.306916682343567	18.90601093858786	18.51984376822818
HLA class I histocompatibility antigen, B-7 alpha chain	HLA-B	P01889	0.4065839038950543	0	0.6859957	1.183373343408185	18.94899894157742	18.70609363906653
Prelamin-A/C;Lamin-A/C	LMNA	P02545	0.6681538136931664	0	0.51958972	0.7664085941859219	21.31817585195597	21.70199020789881
Transferrin receptor protein 1;Transferrin receptor protein 1, serum form	TFRC	P02786	3.302073995445994	1	0.073143363	4.488548417981477	22.89278053998471	20.72653158249495
Lactotransferrin;Lactoferricin-H;Kaliocin-1;Lactoferroxin-A;Lactoferroxin-B;Lactoferroxin-C	LTF	P02788;CON__Q29443;CON__Q0IIK2	1.505193094412302	0	0.28115442	1.937421720090783	19.94504985208834	18.99091183141414
Submaxillary gland androgen-regulated protein 3B;Peptide P-A;Peptide D1A	SMR3B	P02814	0.7137740712874141	0	0.45059788	1.29017181395097	18.84615189417735	18.47858869005645
Catalase	CAT	P04040	0.7590888973471941	0	0.46451139	1.343582823434897	19.39867569633308	18.97259043916075
Cystatin-B	CSTB	P04080	0.8859234621617098	0	0.5590719	1.551206903366978	21.43739997795399	20.80400884892789
Annexin A1	ANXA1	P04083	2.135290019290153	1	0.095202141	2.164354435068233	21.46955139406225	20.35561461955359
Glucocorticoid receptor	NR3C1	P04150	1.770261536543991	0	0.056113295	0.697697082831183	18.07155934756092	18.59088664090271
Thymidine kinase, cytosolic	TK1	P04183	0.6683285703213357	0	0.42548209	1.228765696512913	18.93051721201821	18.63330736604304
Keratin, type II cytoskeletal 6B	KRT6B	P04259	0.6737759229239053	0	0.46233559	0.7907353144498145	18.45969265108863	18.79842588874223
Semenogelin-1;Alpha-inhibin-92;Alpha-inhibin-31;Seminal basic protein	SEMG1	P04279	0.5753843803101617	0	0.58583802	0.7883116892822121	18.34778355910653	18.69094548665695
Glyceraldehyde-3-phosphate dehydrogenase	GAPDH	P04406;O14556	2.58782982652242	1	0.087902285	2.891523748945018	23.39965448478207	21.86782453332832
HLA class I histocompatibility antigen, A-3 alpha chain	HLA-A	P04439;P17693	0.4088868562497225	0	0.77745986	1.230773110709438	21.33193628352407	21.0323714536463
Calpain small subunit 1	CAPNS1	P04632	0.8591752231526755	0	0.2766948	1.232148556767417	18.59261009330042	18.29143388500217
Heat shock protein beta-1	HSPB1	P04792	1.331100552132355	0	0.2571238	1.671615283869896	21.38793556170084	20.64669270705536
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	RPN1	P04843	0.3092580442446646	0	0.86898625	0.8419048232940819	20.92161677075242	21.16988771871722
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	RPN2	P04844	0.7407080226611171	0	0.70377469	0.6651991986630235	19.85015824926066	20.4382999134747
Sodium/potassium-transporting ATPase subunit alpha-1	ATP1A1	P05023;P50993;P20648	1.209942243211326	0	0.39424041	0.5720830902618733	19.62029617655058	20.42599956988359
Arginase-1	ARG1	P05089	5.512451918015554	3	0.00029559256	3.953541329251018	20.92080706710699	18.9376615608346
Apolipoprotein D	APOD	P05090	0.2457280898434533	0	0.75774807	0.9168432938657116	18.40002643494817	18.52527935924568
Protein S100-A8;Protein S100-A8, N-terminally processed	S100A8	P05109	2.348433076656722	1	0.050208509	2.069396893490117	21.95772124686458	20.90851087795627
ADP/ATP translocase 3;ADP/ATP translocase 3, N-terminally processed;ADP/ATP translocase 1;ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed	SLC25A6;SLC25A4;SLC25A5	P12236;P12235;P05141	1.031127267304619	0	0.41686326	0.636785374343967	18.05489490103003	18.70601579540603
Alkaline phosphatase, tissue-nonspecific isozyme	ALPL	P05186;REV__Q86WI3	2.243389365109373	1	0.15868075	2.720578837354975	22.11406050844875	20.67014687280486
60S acidic ribosomal protein P1	RPLP1	P05386	0.4116388408532572	0	0.80766314	1.247352396237405	20.21200741867117	19.89313831237935
60S acidic ribosomal protein P2	RPLP2	P05387	3.304399825168126	3	0.022467759	3.151327259523718	20.23944527737929	18.58348569402483
60S acidic ribosomal protein P0;60S acidic ribosomal protein P0-like	RPLP0;RPLP0P6	P05388;Q8NHW5	2.508865909925653	1	0.10664955	2.901552230822764	22.32376800073736	20.78694310166834
Integrin beta-1	ITGB1	P05556	0.1266440755883131	0	0.92638618	1.066908269196919	20.7866330475815	20.69319690634297
Keratin, type I cytoskeletal 18	KRT18	P05783;CON__Q92764;CON__Q497I4;Q92764;CON__H-INV:HIT000015463	0.0734037253998423	0	0.92710876	0.9722947169591816	24.02054566592374	24.06108007841136
Myosin light chain 1/3, skeletal muscle isoform;Myosin light chain 3	MYL1;MYL3	P05976;P08590	0.2643359987882405	0	0.84903765	1.143346701148758	19.44603443882268	19.25277149530177
Cyclin-dependent kinase 1	CDK1	P06493	1.988365541805319	0	0.11528723	0.4829190332619557	17.87396421172986	18.92411098112384
ATP synthase subunit beta, mitochondrial	ATP5B	P06576	0.2292041580679438	0	0.88660276	0.8845813708575537	20.34629292220804	20.52322615746614
Protein S100-A9	S100A9	P06702	2.629178752102728	3	0.038694881	2.324357965524423	22.57420673180074	21.35737446197493
Eukaryotic translation initiation factor 4E	EIF4E	P06730	5.357501927387858	3	0.00075351313	4.7062986011412	21.04037746255066	18.80578460422408
Alpha-enolase	ENO1	P06733;P13929;P09104	0.2325450129925741	0	0.74787873	0.9289184188325926	23.2362159988661	23.34259219457695
Nucleophosmin	NPM1	P06748	0.1967597786854149	0	0.85537821	1.093473273176052	22.25138459569789	22.12246663743131
Tropomyosin alpha-3 chain	TPM3	P06753	3.787816840102963	3	0.030878257	4.848268482002298	23.0930265576864	20.81555696470716
Lipoprotein lipase	LPL	P06858	1.477035948079532	0	0.36481813	0.4866267835399002	19.29249745444253	20.33160982211396
Histone H2B type 2-E;Histone H2B type 1-B;Histone H2B type 1-O;Histone H2B type 1-J;Histone H2B type 3-B	HIST2H2BE;HIST1H2BB;HIST1H2BO;HIST1H2BJ;HIST3H2BB	Q16778;P33778;P23527;P06899;Q8N257;Q6DRA6;Q6DN03	0.2679636095541049	0	0.82096791	1.134683385031857	18.64894976650422	18.46665997345221
Epoxide hydrolase 1	EPHX1	P07099	0.6317927679119499	0	0.69331104	0.7206042794287355	19.75947883508191	20.23219971049393
Protein disulfide-isomerase	P4HB	P07237	0.895472868581642	0	0.65182662	1.635356264501582	21.71559041017476	21.00598544720988
Cathepsin D;Cathepsin D light chain;Cathepsin D heavy chain	CTSD	P07339	1.735350828331384	1	0.18849413	2.014816776568053	21.36625210596864	20.35560345706917
Annexin A2;Putative annexin A2-like protein	ANXA2;ANXA2P2	P07355;A6NMY6	0.9229012443078481	0	0.23700245	0.8135742573797652	24.62824332367054	24.9258973875165
Tubulin beta chain	TUBB	P07437;A6NNZ2;CON__ENSEMBL:ENSBTAP00000025008;Q9H4B7	0.2339513987547512	0	0.74924928	1.078164817184789	25.20738845610929	25.09881071887263
Bifunctional glutamate/proline--tRNA ligase;Glutamate--tRNA ligase;Proline--tRNA ligase	EPRS	P07814	0.1021008683398072	0	0.92459583	0.9539246386255821	19.9251862496363	19.99323904870764
Heat shock protein HSP 90-alpha	HSP90AA1	P07900	0.2120006607275435	0	0.83072984	1.095402040618753	19.68963342265045	19.55817294957978
Heterogeneous nuclear ribonucleoproteins C1/C2	HNRNPC	P07910;P0DMR1;O60812;B7ZW38;B2RXH8	1.483120164754506	0	0.2028482	1.729423658612981	20.24936474489722	19.45907341419957
Transcription factor Sp1	SP1	P08047	0.9717133946091678	0	0.37432525	0.6854092057371092	18.42933060146439	18.97429312751467
4F2 cell-surface antigen heavy chain	SLC3A2	P08195	1.926014002944708	1	0.34170023	2.750433982877154	23.01770354450524	21.55804426930559
Heat shock protein HSP 90-beta	HSP90AB1	P08238;Q58FF7;Q14568;Q58FF8;Q58FF6	1.821175542926166	1	0.2841053	2.419409361661369	22.35477201140012	21.08011711886076
Asparagine synthetase [glutamine-hydrolyzing]	ASNS	P08243	0.7177651920408437	0	0.42094132	0.7889540837892711	18.44094317510329	18.78292993048337
Integrin alpha-5;Integrin alpha-5 heavy chain;Integrin alpha-5 light chain	ITGA5	P08648	0.2876180640393393	0	0.68232989	0.9191597522978158	18.58625659798747	18.70786906550829
Nuclear factor 1 C-type	NFIC	P08651;Q12857;Q14938	1.348667086895876	0	0.34543759	0.5407236327770192	19.0548144442201	19.94185112712047
Vimentin	VIM	P08670;P41219	0.8954828130655699	0	0.46300671	0.6777992336283446	22.4924079814433	23.0534780707292
40S ribosomal protein S17	RPS17	P08708	2.179726702895927	1	0.22392961	2.887534626508247	22.59529508432457	21.06545683729641
Guanine nucleotide-binding protein G(k) subunit alpha	GNAI3	P08754	1.074081198028015	0	0.32493868	0.6662416169877831	18.38974065500097	18.97562327467129
40S ribosomal protein SA	RPSA	P08865;A0A8I5KQE6	0.06475624150590065	0	0.93652135	0.9751702877330277	24.26141828909632	24.29769221454036
CD63 antigen	CD63	P08962	5.602597338666939	3	0.0033460238	8.736929317079358	21.68334269533399	18.55621637641192
U1 small nuclear ribonucleoprotein A	SNRPA	P09012	0.8543484121993785	0	0.29116657	0.80190881353645	18.14571884484283	18.46420874511746
Glutathione S-transferase P	GSTP1	P09211	1.64540535812565	0	0.21558465	1.971130404416275	21.16964924233362	20.1906260181687
Galectin-1	LGALS1	P09382	2.624408169147376	0	0.15308279	0.2853225030550173	19.81826989636745	21.62760445616271
Tropomyosin alpha-1 chain	TPM1	P09493	2.505457633797178	1	0.14391199	3.167961061631176	22.99662273362493	21.3330681307001
2,3-cyclic-nucleotide 3-phosphodiesterase	CNP	P09543	1.153426162147969	0	0.22558042	0.7038170807193136	18.28309056606006	18.78981813411471
Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed	HNRNPA1	P09651;Q32P51;A0A2R8Y4L2	0.8208430074577286	0	0.55130321	0.6772528507409991	19.94615533843838	20.50838887219081
U2 small nuclear ribonucleoprotein A	SNRPA1	P09661	2.467983347262635	1	0.089065745	2.67158158317708	21.10456167982877	19.68686760582816
Poly [ADP-ribose] polymerase 1	PARP1	P09874	0.689641736354389	0	0.47993624	1.293092323103187	19.34882731254138	18.97800202940546
Histone H2A type 1-J;Histone H2A type 1-H;Histone H2A.J;Histone H2A type 2-C;Histone H2A type 2-A;Histone H2A type 1-D;Histone H2A type 1;Histone H2A type 1-C;Histone H2A type 3;Histone H2A type 1-B/E	HIST1H2AJ;HIST1H2AH;H2AFJ;HIST2H2AC;HIST2H2AA3;HIST1H2AD;HIST1H2AG;HIST1H2AC;HIST3H2A;HIST1H2AB	Q99878;Q96KK5;Q9BTM1;Q16777;Q6FI13;P20671;P0C0S8;Q93077;Q7L7L0;P04908;Q71UI9;P0C0S5	6.262164299513955	3	0.026283512	25.66708647466436	24.61001627947224	19.92816864274667
Putative spermatogenesis-associated protein 31D4;Putative spermatogenesis-associated protein 31D3	SPATA31D4;SPATA31D3	Q6ZUB0;P0C874	1.129637519385152	0	0.31726292	0.645703241550342	18.2014889094985	18.83254573468504
Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40;Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Polyubiquitin-B;Ubiquitin;Polyubiquitin-C;Ubiquitin	UBA52;RPS27A;UBB;UBC	P62987;P62979;P0CG47;P0CG48	4.037810818647959	0	0.00077005313	1.897804579260764	23.7307921644028	22.80646072159408
Protein SET;Protein SETSIP	SET;SETSIP	Q01105;P0DME0	0.932169615504435	0	0.32858241	0.7326449311362184	18.60184224542205	19.05065615995679
Heat shock 70 kDa protein 1B;Heat shock 70 kDa protein 1A	HSPA1B;HSPA1A	P0DMV9;P0DMV8	1.75435782767476	0	0.14068882	1.869454564061251	23.1044461506984	22.20182874288829
Calmodulin-3	CALM3	P0DP25;P0DP24;P0DP23;P02585	0.1947585915312082	0	0.87391591	0.9098948646987256	20.29582363607796	20.43205187459947
Lysosomal alpha-glucosidase;76 kDa lysosomal alpha-glucosidase;70 kDa lysosomal alpha-glucosidase	GAA	P10253	0.9490426379571772	0	0.2435396	0.7924477628443461	18.24351626848056	18.57912852561651
COUP transcription factor 1;COUP transcription factor 2	NR2F1;NR2F2	P10589;P24468	4.634391503058552	2	0.00039938244	0.424612740680976	18.19170496138108	19.42748539571405
Thioredoxin	TXN	P10599	1.136836185312475	0	0.41756195	1.690625491380976	20.98263377045636	20.22507666219696
cAMP-dependent protein kinase type I-alpha regulatory subunit;cAMP-dependent protein kinase type I-alpha regulatory subunit, N-terminally processed	PRKAR1A	P10644	1.316013931188809	0	0.18404567	0.6685282680839709	18.19650134535376	18.77744087564078
60 kDa heat shock protein, mitochondrial	HSPD1	P10809	1.093591204869384	0	0.57421511	1.805834673567366	22.54319633626596	21.69053051794462
Clusterin;Clusterin beta chain;Clusterin alpha chain	CLU	P10909	0.05559358700945793	0	0.9677912	0.971728201384869	20.37630043646624	20.41767569216107
